Compound,Structure,Class,Aglycon,220_nm,221_nm,222_nm,223_nm,224_nm,225_nm,226_nm,227_nm,228_nm,229_nm,230_nm,231_nm,232_nm,233_nm,234_nm,235_nm,236_nm,237_nm,238_nm,239_nm,240_nm,241_nm,242_nm,243_nm,244_nm,245_nm,246_nm,247_nm,248_nm,249_nm,250_nm,251_nm,252_nm,253_nm,254_nm,255_nm,256_nm,257_nm,258_nm,259_nm,260_nm,261_nm,262_nm,263_nm,264_nm,265_nm,266_nm,267_nm,268_nm,269_nm,270_nm,271_nm,272_nm,273_nm,274_nm,275_nm,276_nm,277_nm,278_nm,279_nm,280_nm,281_nm,282_nm,283_nm,284_nm,285_nm,286_nm,287_nm,288_nm,289_nm,290_nm,291_nm,292_nm,293_nm,294_nm,295_nm,296_nm,297_nm,298_nm,299_nm,300_nm,301_nm,302_nm,303_nm,304_nm,305_nm,306_nm,307_nm,308_nm,309_nm,310_nm,311_nm,312_nm,313_nm,314_nm,315_nm,316_nm,317_nm,318_nm,319_nm,320_nm,321_nm,322_nm,323_nm,324_nm,325_nm,326_nm,327_nm,328_nm,329_nm,330_nm,331_nm,332_nm,333_nm,334_nm,335_nm,336_nm,337_nm,338_nm,339_nm,340_nm,341_nm,342_nm,343_nm,344_nm,345_nm,346_nm,347_nm,348_nm,349_nm,350_nm,351_nm,352_nm,353_nm,354_nm,355_nm,356_nm,357_nm,358_nm,359_nm,360_nm,361_nm,362_nm,363_nm,364_nm,365_nm,366_nm,367_nm,368_nm,369_nm,370_nm,371_nm,372_nm,373_nm,374_nm,375_nm,376_nm,377_nm,378_nm,379_nm,380_nm,381_nm,382_nm,383_nm,384_nm,385_nm,386_nm,387_nm,388_nm,389_nm,390_nm,391_nm,392_nm,393_nm,394_nm,395_nm,396_nm,397_nm,398_nm,399_nm,400_nm,401_nm,402_nm,403_nm,404_nm,405_nm,406_nm,407_nm,408_nm,409_nm,410_nm,411_nm,412_nm,413_nm,414_nm,415_nm,416_nm,417_nm,418_nm,419_nm,420_nm,421_nm,422_nm,423_nm,424_nm,425_nm,426_nm,427_nm,428_nm,429_nm,430_nm,431_nm,432_nm,433_nm,434_nm,435_nm,436_nm,437_nm,438_nm,439_nm,440_nm,441_nm,442_nm,443_nm,444_nm,445_nm,446_nm,447_nm,448_nm,449_nm,450_nm
FL11,OC1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,flavan,aglycon,11375,10518,9671.4,8908.3,8426.8,8143,7929.7,7698.4,7118.8,6482.1,5825.3,5125.7,4418.9,3702.5,3045,2529.4,2000.7,1615.8,1203.9,867.91,634.64,483.88,374.05,303.03,247.17,225.07,212.86,235.69,260.01,307.63,355.25,401.6,447.47,496.89,548.87,595.56,641.8,679.25,708.61,737.96,767.45,796.95,822.97,848.66,881.07,919.94,968.92,1042.7,1131.1,1237.4,1340.9,1441.3,1539.8,1633.1,1723.9,1811,1861.5,1886.9,1839.2,1724.5,1626,1574.7,1674.9,1766.5,1807.2,1679.3,1450.3,1144.7,876.58,633.53,427.99,310.58,221.57,147.87,94.965,54.832,36.059,22.057,19.19,16.322,13.455,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588,10.588
FL12,OC1C(C2=CC=CC=C2)OC3=C(C=CC=C3)C1O,flavan,aglycon,10234,9463,8746.4,8029.9,7341.8,6814.8,6287.8,5777.9,5304.7,4831.5,4332.5,3791.5,3250.5,2760.1,2277.2,1853.5,1457.5,1091.5,745.48,472.52,246.69,102.44,82.38,86.277,104.89,123.5,142.46,172.62,202.77,232.93,263.09,299.53,336.16,372.79,409.57,453.43,497.29,541.16,585.02,638.77,692.93,747.09,801.25,866.97,934.72,1002.5,1070.2,1140,1215.9,1291.8,1367.7,1445.1,1523,1600.3,1674.1,1742.3,1800,1767.2,1711.5,1608.3,1532.9,1624.1,1702.8,1698.5,1488,1252.2,997.2,784.57,590.62,408.48,258.15,157.58,88.488,38.954,25.463,16.827,12.496,8.1652,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992
FL13,OC1C(OC2=C(C1)C(O)=CC(O)=C2)C3=CC=C(C(O)=C3)O,flavan,aglycon,19803,18752,17948,17234,16656,16309,15947,15567,15234,14874,14518,14113,13681,13130,12505,11729,10753,9656.6,8484.2,7277.4,6095.3,4988.5,3956.1,3054.3,2308.8,1741.8,1322.5,1029.5,837.15,715.44,645.29,612.53,605.71,616.32,641.85,677.84,728.66,787.09,854.12,924.93,1002.9,1097.7,1198.6,1314.2,1442.8,1577.7,1724.4,1880.7,2039.2,2210.5,2391.1,2565,2734.1,2888.7,3040,3192.6,3326.7,3443.3,3555.3,3662.3,3741.2,3750,3677.5,3560.1,3420.2,3263.9,3103.8,2950.8,2789.1,2592.4,2327.1,1983.9,1603.2,1233.1,905.7,643.5,452.4,319.09,226.36,167.88,126.41,100.5,84.547,68.659,62.12,55.635,49.984,47.598,49.908,49.024,43.714,42.6,43.807,41.914,41.936,38.617,35.506,36.395,36.801,34.694,34.508,32.396,32.846,34.179,34.491,31.683,31.161,28.111,29.082,26.01,26.69,25.867,25.993,23.442,21.588,23.146,22.29,21.775,23.442,22.345,21.078,18.944,21.38,20.968,18.258,21.764,18.455,19.887,20.112,16.535,21.687,19.964,18.85,20.814,19.366,19.503,19.278,16.782,19.849,17.408,16.87,20.024,18.993,16.634,12.969,12.026,16.14,19.706,16.793,12.898,17.808,17.534,10.133,15.586,8.0921,11.049,17.117,18.686,16.486,13.068,13.233,13.381,13.074,10.418,9.6831,10.407,9.3704,7.9001,10.753,9.7708,12.98,10.468,8.4651,8.4871,2.6827,6.6382,7.0607,10.21,6.6163,6.353,8.2841,9.4142,11.773,7.4941,7.4996,8.0208,6.0293,5.1625,0.2798,2.4797,7.8836,8.9754,4.2682,9.7599,9.1619,5.4532,3.5605,2.2603,8.3115,9.2826,4.0323,6.1829,8.1853,4.4822,6.5066,8.3609,10.479,6.9126,7.0717,10.276,8.0647,7.5654,2.4318,5.3106,4.8278,8.2402,8.1853,3.983,9.0137,6.2762,4.0872,6.2981,8.6956,8.8108,10.517,11.022,10.429,5.3216,9.1674,14.654,15.433
FL14,OC1=CC(O)=CC2=C1CC(OC(C3=CC(O)=C(O)C(O)=C3)=O)C(C4=CC(O)=C(O)C(O)=C4)O2,flavan,aglycon,41440,39531,38113,37251,36426,36510,35673,33830,33072,31642,29943,28282,26315,24193,22127,20199,18253,16426,14769,13216,11804,10534,9363.4,8327.5,7442.6,6718.5,6124.3,5677.9,5376.7,5211.1,5161.1,5215.7,5366.3,5592.8,5892.2,6237.1,6632.2,7073.8,7538.5,8025.5,8534.9,9036.2,9562.8,10104,10634,11165,11657,12165,12610,13058,13460,13799,14076,14257,14384,14480,14500,14465,14400,14321,14176,13915,13563,13166,12752,12365,11978,11605,11252,10897,10569,10228,9894,9565.5,9226.5,8891.2,8524.2,8163.7,7791.7,7417.6,7034.5,6656.5,6264.3,5862.5,5459.5,5067,4676.8,4278.7,3894.2,3519.1,3164.8,2813.7,2484.3,2175.7,1885.4,1629.3,1399.8,1191.1,1000.9,839.17,700.13,579.81,479.3,398.49,330.17,272.03,225.9,185.7,158.79,134.77,116.87,101.22,93.269,81.273,72.239,67.408,62.042,59.869,61.224,57.225,49.742,50.44,46.04,42.972,44.7,45.842,43.642,40.384,42.972,40.631,37.831,39.305,30.898,41.674,37.267,37.901,36.928,33.726,33.275,29.58,31.998,29.502,33.677,33.204,31.187,33.219,30.842,31.921,31.187,30.094,32.697,27.612,29.544,27.95,30.292,35.75,29.537,31.286,31.547,29.227,29.072,20.39,20.545,22.76,25.256,19.607,21.526,22.175,20.024,20.849,22.189,26.603,16.956,26.646,18.684,18.719,22.598,24.086,23.649,15.715,15.595,20.207,22.732,23.515,20.729,23.529,22.873,23.804,15.602,19.812,16.455,18.768,22.971,15.926,15.559,17.323,15.291,21.3,18.867,22.421,19.481,19.17,20.306,15.997,18.853,23.451,14.614,19.678,16.977,21.695,21.215,19.276,16.547,19.17,14.184,19.89,17.894,22.055,14.664,15.08,20.672,18.317,20.404,19.537,14.241,16.321,13.818,16.568,18.528,19.565,21.582
FL15,OC1=CC=C(C2COC3=C(C=CC(O)=C3)C2)C=C1,isoflavan,aglycon,23996,24249,24593,24856,24993,24915,24552,23952,23071,21849,20182,18034,15553,12836,10217,7932.2,6023.8,4558,3471.2,2647,2023.9,1566.4,1223.6,970.25,794.37,672.8,595.8,555.23,540.18,546.02,568.69,606.83,656.45,714.38,785.48,867.6,962.02,1068.1,1193.6,1327.9,1476.2,1639,1817.8,2016.6,2243.4,2472,2732.5,3002.2,3299.8,3605.2,3912.3,4224.7,4553,4890.4,5241,5562.9,5860.2,6147.9,6424.2,6647.8,6775,6796.8,6783.8,6800,6799.6,6654.9,6320.7,5887,5494.8,5197.3,4868.6,4325.6,3556.7,2667.8,1875,1272.6,857.2,598.71,420.94,312.43,240.43,188.21,150.36,131.73,108.95,101.47,90.541,82.854,74.545,63.451,66.31,67.643,62.059,64.384,66.488,60.356,52.432,46.107,45.189,51.395,56.86,47.648,49.736,51.899,46.907,50.255,42.893,43.382,41.101,45.604,45.9,41.027,42.493,41.975,39.753,40.183,42.049,39.057,31.829,36.554,36.051,38.376,40.361,38.406,41.279,33.355,31.311,35.814,37.576,42.627,38.613,42.893,43.145,30.482,41.62,37.043,32.333,30.704,34.155,36.91,35.562,32.377,32.925,34.495,27.623,30.896,25.638,26.468,25.342,20.499,34.332,27.727,34.288,26.246,24.601,25.712,23.076,36.273,26.142,21.802,40.909,42.745,27.756,28.408,35.591,28.601,25.461,41.279,34.273,27.06,42.005,37.161,29.963,31.059,30.452,23.505,30.778,28.586,30.348,35.162,26.394,24.468,29.089,30.585,23.58,15.285,23.046,22.084,20.321,20.054,20.054,18.588,17.936,26.586,19.358,15.389,17.581,20.321,16.87,15.004,13.049,20.262,25.431,20.736,24.853,17.255,29.4,18.707,16.914,14.885,13.108,14.545,8.635,11.449,13.36,18.484,21.091,28.556,12.841,3.5399,12.738,20.158,19.64,16.826,17.403,12.604,10.812,7.4797,12.486,16.085,12.93
FL16,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)OC,isoflavan,aglycon,19803,18752,17948,17234,16656,16309,15947,15567,15234,14874,14518,14113,13681,13130,12505,11729,10753,9656.6,8484.2,7277.4,6900,6338.6,5719.2,5094.8,4618.7,4192.7,3859.9,3604.2,3393.8,3223.9,3062.3,2920,2800.4,2721,2662.2,2618.9,2599.9,2580.9,2574.9,2584.7,2605.3,2654.7,2714.6,2822.6,2930.6,3058.1,3211.4,3364.7,3518,3750.5,3989.9,4231.4,4495.6,4759.9,5024.1,5280.3,5508.1,5735.8,5963.5,6148.5,6333.4,6511.9,6631.6,6740.9,6815.7,6874.3,6900,6847.2,6689.1,6410.3,6039.2,5668,5175.2,4680,4302.6,3926.5,3566.2,3233.6,3027.1,2891.2,2817.4,2750.1,2716.2,2682.2,2653.9,2635.5,2617,2615.6,2618.2,2620.8,2635.2,2661.9,2688.6,2720.8,2767.7,2814.6,2862,2909.6,2956.2,3001.6,3045.7,3071.8,3097.9,3113.4,3121.6,3130,3118,3106,3087.7,3062.4,3037.2,2997.3,2956.1,2915,2868.9,2822.3,2775.6,2724.8,2671.8,2618.8,2559.4,2480.6,2401.9,2315.4,2226.8,2111.2,1973,1806.9,1638.2,1440.1,1304.8,1120.8,1032.6,943.61,863.97,783.93,713.04,647.54,586.41,531.2,476.23,425.45,380.71,341.25,302.14,266.84,242.62,211.74,186.66,160.37,146.03,134.67,116.06,106.64,89.254,81.942,67.692,60.072,54.645,45.675,44.343,45.139,37.096,34.935,35.65,29.638,28.273,24.633,19.336,17.842,12.675,13.032,20.068,19.743,15.096,10.53,17.793,11.635,8.7424,10.725,10.773,7.02,7.7674,9.7173,11.131,7.1013,10.286,10.221,6.5813,9.5873,5.4602,9.6523,2.9741,3.0229,2.8604,6.5651,3.5916,6.8564,4.941,0.79679,2.6979,7.5075,5.3139,1.8367,7.1338,7.735,7.2962,2.2579,4.274,6.4838,8.1412,4.5665,7.6375,7.41,1.1868,1.4468,4.3065,7.8649,4.924,5.8501,6.2076,7.5075,11.342,8.0112,8.9049,12.398,12.041,12.236,13,8.8074,4.924
FL17,OC1(C2=CC=CC=C2)C=CC3=C(O1)C=CC=C3,flavene,aglycon,25649,25303,24956,24415,23851,23012,22071,20781,19414,17979,16453,14113,13681,13130,12505,9851.5,8713.4,7890.8,7224.7,6759.3,6428.4,6229.2,6150.8,6160,6244.7,6414,6631.8,6874.6,7135.5,7384.7,7606.8,7812.2,8011.3,8214.6,8473,8720.8,8925.9,8990,8856.4,8582.6,8301.2,8088.8,7905.6,7738.9,7619.5,7574.3,7538.6,7391.5,6871.1,5992.1,4913.6,3986.3,3350.1,2829.2,2433.5,2159,1983.2,1876.7,1791.9,1747,1734.3,1749.9,1784.7,1835.5,1892,1975.6,2057.8,2136.9,2215.5,2286.2,2356.9,2431.8,2520,2608.2,2669.3,2728.7,2783.4,2835.7,2884.3,2915.9,2925.1,2889.5,2824.5,2760.9,2708.5,2639.7,2559.6,2488.8,2415.6,2323.7,2181.8,2035.4,1886.4,1690.6,1482.7,1273.9,1093.2,929.87,789.73,673.6,571.12,480.39,418.85,365.67,318.35,283.39,251.54,220.26,190.83,162.54,136.93,114.33,96.237,80.896,66.947,55.589,46.574,40.094,35.687,33.164,31.258,28.909,27.946,26.984,26.219,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455,25.455
FL18,C1(C=CC(C2=CC=CC=C2)(C3=CC=CC=C3)O4)=C4C=CC=C1,flavene,aglycon,25649,25303,24956,24415,23851,23012,22071,20781,20414,19979,19453,19887,19872,19827,19787,18660,17979,16453,14779,12928,12369,10961,9624,8340.4,7298.3,6448.2,5741.4,5177.6,4820.5,4593.7,4438.9,4360.3,4368.4,4425.5,4536.4,4650.2,4787,4927,5079.5,5224.7,5356.7,5478.7,5584.6,5684.5,5777.5,5867,5932.6,5928.5,5838.6,5680.8,5514.8,5345.9,5182.1,5076.1,4974.6,4870.2,4727.3,4479.4,4143.8,3747.4,3299.7,2806.9,2382,2033.2,1782.8,1621.3,1514.9,1479.5,1472.9,1500.1,1557.1,1628.1,1709.3,1800.6,1897.3,2002.5,2107.8,2214.9,2322.1,2422.9,2516.2,2609.5,2689.3,2762,2834.8,2884.9,2935,2970.8,3000,2990.9,2964.6,2919.1,2870.2,2800.3,2727.2,2649.5,2570.3,2485.8,2394.5,2293,2168.7,2038.8,1871.3,1700.5,1521.1,1338.4,1152.5,978.31,808.97,661.99,519.1,409.23,310.6,244.01,178.84,130.23,81.608,60.471,42.73,33.01,26.565,20.121,16.077,13.061,10.046,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083,8.5083
FL19,CC1(C)C=CC2=C(O1)C=CC=C2,flavene,aglycon,25649,25303,24956,24415,23851,23012,22071,20781,19414,17979,16453,14779,12928,10934,8949.7,6821.2,4671,3201.4,2304.8,1976.6,1830.1,1724.5,1641.7,1582.6,1554,1607.2,1692.4,1797.5,1901.7,2013.8,2128.8,2272.3,2422,2559.5,2694.5,2823.6,2952.1,3072.2,3192.4,3306,3416.9,3533.6,3650.3,3766.9,3888.8,3920,3833.3,3671.5,3501.8,3332.1,3201.3,3097,3044.1,2991.2,2938.3,2872.5,2664.1,2266.4,1776.6,1327.1,1043.4,988.14,977.74,974.39,981.21,1000,1041.2,1092.3,1146.6,1200.9,1279.3,1359.7,1456,1555.1,1661.5,1771,1880.5,1989.9,2099.4,2208.8,2303.5,2393.2,2483,2563.7,2624.3,2684.9,2743.4,2792.1,2840.9,2879.1,2906.8,2865.6,2824.4,2726.5,2628.6,2537.5,2446.3,2371.9,2297.5,2210.9,2119.4,2023.1,1922,1804.3,1678.3,1550.1,1390.6,1194.6,950.14,685.68,485.89,317.15,208.14,137.56,82.495,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021,42.021
FL20,CC1=C(C2=CC=C(OC)C=C2)C(C)OC3=C1C=CC(OC(C)=O)=C3,isoflavene,aglycon,25358,24598,23817,22966,22115,21263,20412,19437,18397,17357,16675,16033,15603,15216,14829,14489,14174,13858,13543,13188,12830,12472,11917,10455,10007,9562.8,9157.5,8759.1,8388,8012.5,7624.6,7237.9,6855,6423.9,5920.3,5534.7,5164.9,4888.9,4718.4,4608.6,4562.9,4578.5,4649,4773.8,5025,5360.9,5783.1,6202.4,6628.3,7157.1,7614,8009.6,8386.7,8756.5,9116.5,9471.4,9768.9,10045,10333,10569,10717,10811,10889,10963,11002,11024,10978,10920,10842,10731,10590,10457,10328,10199,10064,9929.2,9800.3,9712,9638.8,9599.3,9566.3,9561.5,9602.5,9671.9,9801.7,10024,10303,10618,10924,11224,11499,11771,12010,12233,12407,12501,12510,12435,12314,12157,11974,11630,11213,10765,10317,9869.7,9421.8,8973.9,8355.9,7714.3,7043.2,6294,5410.3,4590.8,3790.9,3039.4,2648,2338.7,2098.8,1847.2,1631.2,1476.9,1357.7,1250.1,845.94,760.81,681.71,605.54,538.47,476.23,422.42,376.58,339.08,300,266.14,251.55,237.88,236.85,222.08,211.83,200.3,182.74,172.28,170.83,164.36,159.9,158.96,157.41,152,140.47,136.31,138.22,130.38,125.9,128.78,126.12,127.96,120.59,120.18,120.3,118.88,110.81,115.72,109.73,110.56,103.98,96.765,99.608,99.465,96.452,85.434,90.454,85.369,97.104,87.638,83.96,78.614,75.941,76.085,84.756,77.884,66.644,69.421,73.112,64.597,70.386,78.797,64.779,60.176,65.588,64.166,57.451,57.855,64.492,60.75,60.737,62.315,61.65,57.673,53.552,47.019,58.429,65.301,62.823,68.378,66.866,52.913,48.271,54.895,46.68,59.068,78.419,54.191,45.376,61.011,55.691,59.094,56.317,49.627,61.467,49.875,57.881,67.1,50.775,58.742,60.646,63.906,68,60.88,62.184,64.179
FL21,CC1C(C2=CC=C(OC)C=C2)=C(CC)C3=C(O1)C=C(OC(C)=O)C=C3,isoflavene,aglycon,25358,24598,23817,22966,22115,21263,20412,19437,18397,17357,16675,16033,15603,15216,14829,14489,14174,13858,13543,13188,12830,12472,11917,10455,10007,10748,10486,10194,9838.6,9442.8,9006.2,8512,7920.8,7313.7,6638,6084.5,5590.4,5267.1,5110,5124.1,5322.1,5647.7,6031.6,6415.5,6794.6,7173.8,7546.2,7917.8,8288.7,8649.1,9009.4,9265,9495.9,9681.2,9822.4,9964.9,10106,10227,10303,10315,10291,10226,10122,9936.4,9697.9,9451.2,9174.6,8890,8590,8265.2,7961.3,7739.5,7590.1,7486.5,7407.6,7371.9,7362.9,7389.4,7474.9,7578.9,7756,7964.8,8191.4,8453.9,8724.9,9062,9382.2,9664.7,9959,10231,10398,10540,10630,10674,10705,10660,10578,10475,10323,10085,9750.5,9279.3,8768.3,8192.4,7611.7,7028,6324.3,5574.5,4789.8,4077.9,3448,2902.7,2422,2059.2,1744.1,1471.7,1299.5,1249.5,1199.5,1150,1100,1050,1021.6,931.88,845.94,760.81,681.71,605.54,538.47,476.23,422.42,376.58,339.08,300,266.14,251.55,237.88,236.85,222.08,211.83,200.3,182.74,172.28,170.83,164.36,159.9,158.96,157.41,152,140.47,136.31,138.22,130.38,125.9,128.78,126.12,127.96,120.59,120.18,120.3,118.88,110.81,115.72,109.73,110.56,103.98,96.765,99.608,99.465,96.452,85.434,90.454,85.369,97.104,87.638,83.96,78.614,75.941,76.085,84.756,77.884,66.644,69.421,73.112,64.597,70.386,78.797,64.779,60.176,65.588,64.166,57.451,57.855,64.492,60.75,60.737,62.315,61.65,57.673,53.552,47.019,58.429,65.301,62.823,68.378,66.866,52.913,48.271,54.895,46.68,59.068,78.419,54.191,45.376,61.011,55.691,59.094,56.317,49.627,61.467,49.875,57.881,67.1,50.775,58.742,60.646,63.906,68,60.88,62.184,64.179
FL22,COC1=CC=C(C(CO2)=C(CC)C3=C2C=C(OC(C)=O)C=C3)C=C1,isoflavene,aglycon,25358,24598,23817,22966,22115,21263,20412,19437,18397,17357,16675,16033,15603,15216,14829,14489,14174,13858,13543,13188,12830,12472,11917,10455,10007,9025.4,8818.3,8434.6,8041.8,7643,7242.1,6837.1,6407.8,6001,5624.6,5286.9,5055.9,4979.4,5001.5,5125.3,5356,5691.9,6069,6456.3,6851.6,7250.6,7615.5,7982.9,8360.2,8726.5,9079.2,9427.4,9766,10103,10436,10674,10855,10934,10991,11035,11034,11010,10958,10883,10759,10608,10436,10247,10050,9842.8,9629,9420.5,9216,8986.5,8817.2,8695.7,8665.5,8720.5,8853.5,9122,9500.7,9956.5,10317,10673,11026,11362,11681,11998,12308,12613,12873,13112,13316,13436,13525,13572,13573,13540,13430,13295,13093,12814,12467,12094,11668,11203,10722,10170,9572.1,8844.3,8023.3,7145.4,5845.9,4335,3194.2,2570.3,2142.9,1811.7,1550.7,1313.4,1125.5,1113.6,1021.6,931.88,845.94,760.81,681.71,605.54,538.47,476.23,422.42,376.58,339.08,300,266.14,251.55,237.88,236.85,222.08,211.83,200.3,182.74,172.28,170.83,164.36,159.9,158.96,157.41,152,140.47,136.31,138.22,130.38,125.9,128.78,126.12,127.96,120.59,120.18,120.3,118.88,110.81,115.72,109.73,110.56,103.98,96.765,99.608,99.465,96.452,85.434,90.454,85.369,97.104,87.638,83.96,78.614,75.941,76.085,84.756,77.884,66.644,69.421,73.112,64.597,70.386,78.797,64.779,60.176,65.588,64.166,57.451,57.855,64.492,60.75,60.737,62.315,61.65,57.673,53.552,47.019,58.429,65.301,62.823,68.378,66.866,52.913,48.271,54.895,46.68,59.068,78.419,54.191,45.376,61.011,55.691,59.094,56.317,49.627,61.467,49.875,57.881,67.1,50.775,58.742,60.646,63.906,68,60.88,62.184,64.179
